Tokens,Sentiment_score,Sentiment_emotion,Part_of_speech
"['thanks', '-', 'so', 'true', '.', '👏']",1,Joy,VERB
"['no', '🍆', 'is', 'bigger', 'than', 'a', ""baby's"", 'head', 'so', 'stop', 'screaming', 'during', 'sex', 'its', 'childish', '!', '!', '!']",-1,Disgust,NOUN
"['i', 'need', 'to', 'stop', 'replying', 'to', 'people', 'in', 'my', 'head', '🤔']",-1,Disgust,ADJ
"['i', 'know', 'mate', ',', 'it', '’', 's', 'mad', '.', 'i', '’', 'd', 'love', 'to', 'know', 'the', 'thinking', 'of', 'the', 'actors', 'when', 'they', 'read', 'the', 'scripts', '&', 'shite', '😂']",1,Joy,VERB
"['who', '’', 's', 'excited', 'for', 'night', '&', 'day', '(', 'day', 'edition', ')', '?', 'let', '’', 's', 'keep', 'on', 'supporting', '💛']",1,Love,ADJ
"['hide', 'your', 'girldfriends', 'cause', 'sana', 'and', 'sejeong', 'are', 'coming', 'to', 'snatch', 'them', '⚠', '️']",-1,Fear,PUNCT
"['rt', 'if', 'u', 'stan', 'taylor', 'swift', '🖤']",1,Love,ADJ
"['at', 'the', 'night', 'show', '..', '🌼']",1,Joy,NOUN
"['today', 'our', 'dental', 'hygienist', 'erin', 'and', 'dennis', 'the', 'bear', 'went', 'for', 'a', 'special', 'visit', 'to', 'slave', 'lake', 'parent', 'link', '🐻', 'they', 'got', 't', '…']",1,Joy,NOUN
"['🎞', '|', 'behind', 'the', 'scenes', 'of', 'the', 'album', 'cover', 'of', '‘', 'cosmic', '’', '(', 'danyamorrison', 'via', 'instagram', 'story', ')']",0,Surprise,NOUN
"['naby', 'keita', 'to', 'liverpool', 'in', 'january', 'then', '👀']",0,Surprise,VERB
"['this', ""wasn't"", 'even', 'near', 'to', 'funny', '😑', 'gave', 'me', 'a', 'mini', 'heart', 'attack']",-1,Disgust,ADJ
"['that', 'time', 'came', 'and', 'blew', 'arizona', 'out', 'the', 'frame', '🖤']",1,Love,NOUN
"['that', '’', 's', 'it', '?', 'what', 'y', '’', 'all', 'doin', 'over', 'there', '🤨']",0,Surprise,ADJ
"['📍', 'lent', 'season']",0,Surprise,NOUN
"['gonna', 'go', 'to', 'olive', 'graden', 'with', 'my', 'wife', ',', 'today', '’', 's', 'a', 'good', 'day', '❤', '️']",1,Love,VERB
"['tell', 'me', 'that', 'again', 'in', '10', 'years', '!', '😁']",1,Joy,VERB
"['this', 'is', ',', 'hands-down', ',', 'the', 'best', 'thing', 'i', 'have', 'seen', 'all', 'day', '.', 'how', 'peaceful', '.', 'happy', 'birthday', 'early', 'zak', '.', '❤', '️']",1,Love,VERB
"['we', 'are', 'in', 'love', '💗', 'these', 'magnificent', 'pink', 'produce', 'a', 'confetti', 'of', 'beautiful', 'lilac-pink', 'petals', 'which', 'bloom', 't', '…']",1,Love,NOUN
"['pg', 'about', 'to', 'be', 'called', 'a', 'snake', 'atfer', 'talking', 'great', 'about', 'russ', 'just', 'to', 'leave', 'him', 'for', 'the', 'lakers', 'next', 'season', '😂']",1,Joy,VERB
"['now', 'where', 'tf', 'i', 'put', 'my', 'massacre', 'cd', 'case', '?', '🤔']",-1,disgust,ADJ
"['follow', 'everyone', 'who', 'retweets', 'this', '📢', '<', '>', '>', '<']",0,Surprise,NOUN
"['🌹', 'when', 'said', '“', 'i', ""ain't"", 'afraid', 'to', 'drown', ',', 'if', 'that', 'means', ""i'm"", 'deep', 'up', 'in', 'your', 'ocean', ',', 'yeah', 'girl', ""i'll"", 'drink', 'you', '…']",1,Love,NOUN
"['ah', 'so', 'sweet', '💜']",1,Love,ADJ
"['👍', 'you', 'fucking', 'know', 'it', '!', '!', 'lmao']",1,Joy,ADJ
"['soooooo', 'grateful', 'for', 'kara', 'right', 'now', 'she', 'just', 'always', 'knows', 'the', 'right', 'thing', 'to', 'say', 'to', 'make', 'things', 'okay', '💖']",1,Love,NOUN
"['i', 'wonder', 'how', 'many', '“', 'spiritualist', '”', 'have', 'blocked', 'me', 'all', 'cause', 'i', 'challenged', 'their', 'ideals', '😂']",1,Joy,VERB
"['treat', 'people', 'with', 'kindness', '☄']",0,Surprise,NOUN
"['my', 'ex', 'nigga', 'wack', '💀']",-1,Fear,NOUN
"['bts', 'sticker', 'and', 'lomo', 'cards', 'giveaway', '☄', '️', '1', 'winner', '…']",1,Joy,NOUN
"['tbh', 'exo', 'has', 'the', 'best-est', 'award', 'that', 'an', 'idol', 'can', 'have', '.', 'it', 'is', 'the', 'love', ',', 'dedication', ',', 'support', 'and', 'passion', 'coming', 'from', 'exols', '💕', '…']",1,Love,NOUN
"['ah', 'be', 'afrin', '😞']",-1,Sadness,ADJ
"['tell', 'them', 'margot', '🗣']",0,Surprise,NOUN
"['i', 'love', 'you', 'karterliam', '💘']",1,Love,NOUN
"['the', 'way', 'she', 'said', 'yes', '😂']",1,Joy,VERB
"['i', 'thought', 'i', 'was', 'already', 'following', 'you', '!', '❤', '️', 'happy', 'new', 'year', ',', 'rose', '!', 'excited', 'to', 'make', 'things', 'happen', 'together', 'in', '2018', '!']",1,Love,VERB
"['37', '-', 'is', 'there', 'an', 'idol', 'that', 'you', ""don't"", 'really', 'like', '?', '💞', '(', 'quote', ',', 'if', 'yes', 'and', 'explain', 'why', 'if', 'you', 'want', 'to', ')']",1,Love,NOUN
"['please', 'retweet', 'or', 'tweet', '!', '!', '!', '🙏', 'reweet', 'or', 'tweet', '=', '1', 'vote', '!', '!', '!', 'army', 'fighting', '!', '!', 'bts']",-1,Anger,VERB
"['we', ""don't"", 'interact', 'but', ""you're"", 'really', 'beautiful', '.', 'stay', 'happy', '🌸']",1,Joy,NOUN
"['wind', 'chill', 'set', 'to', '-', '12', 'and', 'i', 'couldn', '’', 't', 'find', 'my', 'scarf', '👀']",0,Surprise,VERB
"['this', 'pic', 'is', 'so', 'cold', '❄', '️']",-1,Fear,NOUN
"['followed', '🙈']",1,Joy,ADJ
"['umithi', '🙃']",-1,Fear,ADJ
"['fried', 'rice', 'oh', ',', 'jollof', 'rice', 'oh', 'white', 'rice', 'oh', '.', 'all', 'join', ""i'm"", 'tired', 'of', 'eating', 'rice', '😴']",-1,Sadness,ADJ
"['yes', ""isn't"", 'it', 'obvious', '?', '😂']",1,Joy,VERB
"['pretty', 'much', '...', 'husband', ""doesn't"", 'complain', '😜']",1,Joy,ADJ
"['making', 'america', 'white', 'again', ',', 'one', 'destroyed', 'family', 'at', 'a', 'time', 'from', 'the', 'pro-life', 'party', 'of', 'trump', ',', 'moore', ',', 'arpaio', 'and', 'ryan', '😔']",-1,Sadness,ADJ
"[""don't"", 'miss', 'out', 'on', 'our', 'el', 'yunque', 'national', 'forest', 'tour', 'with', 'amazing', 'waterfalls', 'to', 'be', 'explored', 'here', 'in', '❤', '🇵🇷', '…']",1,Love,NOUN
"['finally', ',', 'real', 'life', 'scenarios', 'in', 'the', 'curriculum', '.', '🏆']",1,Joy,NOUN
"[""lisa's"", 'strength', '🙌', 'most', 'people', 'would', 'break', 'down', 'after', 'being', 'kidnapped', ',', 'but', 'not', 'lisa', '!']",1,Joy,NOUN
"['i', 'know', 'i', '’', 'm', 'so', 'sad', 'but', 'i', 'couldn', '’', 't', 'do', 'it', 'no', 'more', '😪']",-1,sadness,ADJ
"['expectation', 'vs', 'reality', '🌸']",1,Joy,NOUN
"['why', 'why', 'so', 'guapo', '&', '❤', '️']",1,Love,ADJ
"['julia', 'varady', '-', 'j', '.', 'strauss', 'ii', ':', 'die', 'fledermaus', '⭐', '️', 'die', 'fledermaus', '(', 'the', 'bat', ')', 'by', 'carlos', 'kleiber', 'recorded', 'in', '…']",1,Joy,NOUN
"['just', 'an', 'hour', 'left', 'until', 'the', 'final', 'round', 'of', 'voting', 'ends', '!', 'make', 'sure', 'to', 'get', 'in', 'your', 'final', 'vote', 'for', 'the', 'day', '!', '🦉', 'htt', '…']",0,Surprise,NOUN
"['oh', 'gosh', ',', 'it', 'never', 'ends', '😖']",-1,Sadness,ADJ
"['good', 'luck', 'gary', 'for', 'tonight', '☘', '️']",1,Joy,NOUN
"['just', 'so', ""y'all"", 'know', ',', ""i'ma"", 'spam', 'my', 'shit', 'all', 'week', 'so', 'be', 'ready', 'for', 'that', ',', 'if', 'you', 'already', 'heard', 'it', 'just', 'leave', 'a', '""', '🔥', '""', 'emoji', '…']",1,Joy,NOUN
"['so', 'my', 'music', 'went', 'on', 'in', 'class', 'and', 'it', 'was', 'not', 'a', 'godly', 'song', ',', 'smh', 'pandora', ',', 'but', 'then', 'someone', 'farted', '😂']",1,Joy,VERB
"['on', 'power', '👉', 'jason', 'derulo', '-', 'whatcha', 'say', '.', 'listen', ':']",0,Surprise,ADP
"['don', '’', 't', 'play', 'with', 'me', 'bitch', 'i', '’', 'll', 'fuck', 'the', 'shit', 'out', 'of', 'you', '🤣']",1,Joy,VERB
"['♻', '️', 'a', 'recycling', 'center', 'on', 'west', 'thach', 'avenue', 'is', 'now', 'available', '!', 'to', 'read', 'more', 'about', 'the', 'drop-off', 'site', 'please', 'visit', ':', '…']",0,Surprise,NOUN
"['listening', 'to', 'my', 'old', 'playlist', '😊']",1,Joy,VERB
"['in', 'time', ',', 'tho', '.', '👇']",0,Surprise,ADP
"['today', 'is', 'going', 'to', 'be', 'a', 'good', 'day', '...', 'whatever', 'happened', 'yesterday', 'stays', 'in', 'yesterday', ',', 'don', '’', 't', 'bring', 'it', 'into', 'your', 'today', '.', '😇']",1,Joy,ADJ
"['a', 'number', 'of', 'people', 'have', 'asked', 'for', 'a', 'copy', 'of', 'the', 'letter', 'that', 'i', 'sent', 'to', 'jo', 'johnson', '-', 'so', 'here', 'it', 'is', '👇']",0,Surprise,ADP
"[""i'll"", 'hug', 'you', 'when', 'you', 'be', 'all', 'well', 'jon', '!', '😊']",1,Joy,VERB
"['really', 'wanna', 'go', 'and', 'see', 'the', 'lion', 'king', 'in', 'london', 'again', '😩']",-1,Sadness,VERB
"['he', 'did', 'it', 'again', '.', '😱']",-1,Fear,ADJ
"['happy', 'birthday', 'brutha', 'have', 'a', 'blessed', 'one', '💯']",1,Joy,NOUN
"['you', 'and', 'me', 'both', 'lol', 'let', '’', 's', 'encourage', 'them', 'to', 'make', 'bad', 'choices', '😊']",1,Joy,VERB
"['i', 'said', 'excuse', 'you', '🙄']",-1,Disgust,ADJ
"['to', 'all', 'the', 'people', 'following', 'this', 'account', '🌸', 'thank', 'you', 'so', 'so', 'so', 'much', ',', 'i', 'appreciate', 'it', 'because', '-']",1,Joy,NOUN
"['betay', 'ki', 'shadi', 'hae', ',', 'this', 'weekend', '.', 'woh', 'card', 'chale', 'ga', '?', '😊']",1,Joy,ADJ
"['180405', 'wjsn', ':', '💖', '[', 'broadcast', ']', 'k', 'star', 'gourmet', 'road', '4', '@', '9', 'pm', 'kst', '-', 'exy', 'eunseo', 'dayoung', '…']",1,Love,NOUN
"['more', 'action', 'from', 'the', 'mcminnville', 'tournament', '!', '🏀']",1,Joy,NOUN
"['[', 'instagram', 'story', ']', 'hotsootuff', ':', 'お花', '🌼']",1,Joy,NOUN
"['i', 'could', '’', 've', 'went', 'to', 'work', '😒']",-1,Disgust,ADJ
"['he', 'gets', 'px', 'at', 'the', 'end', 'of', 'his', 'name', 'and', 'he', 'thinks', 'hes', 'a', 'bad', 'ass', 'now', '😉']",1,Joy,ADJ
"['you', ""don't"", 'need', 'to', 'ask', 'twice', '🤔']",-1,Disgust,ADJ
"['this', 'black', '🐴', 'will', 'be', 'available', 'to', 'bring', 'home', 'from', 'hill', 'country', 'youth', 'event', 'center', 'in', 'kerrville', ',', 'april', '13-14']",0,Surprise,NOUN
"['077', '.', 'trust', 'because', 'you', 'are', 'willing', 'to', 'accept', 'the', 'risk', ',', 'not', 'because', 'it', '’', 's', 'safe', 'or', 'certain', '.', '🌻']",1,Joy,NOUN
"['only', 'person', 'who', 'can', 'save', 'my', 'grades', 'right', 'now', 'is', 'jesus', 'himself', '💀']",-1,Fear,NOUN
"['so', 'you', 'called', 'in', 'today', '🤔']",-1,disgust,ADJ
"['dabs', 'up', '!', 'mats', 'down', '!', '. . .', '📷', 'nightmareishtypeshit', '.']",0,Surprise,NOUN
"['-', 'we', 'really', 'gotta', 'make', 'la', 'happen', 'this', 'year', '😩']",-1,Sadness,VERB
"['if', 'howtobasic', 'were', 'still', 'alive', 'he', '’', 'd', 'be', 'dead', 'prolly', '😂']",1,Joy,VERB
"['that', 'direct', 'deposit', 'came', 'thru', '🤑']",1,Joy,ADJ
"['not', 'sad', 'but', 'not', 'happy', '🙄']",0,Surprise,ADJ
"['red', 'packet', 'with', 'a', 'yellow', 'top', '...', 'hmmm', '...', 'can', '’', 't', 'get', 'away', 'from', 'their', 'marketing', '?', '?', '😉']",1,Joy,ADJ
"['what', 'sorcery', 'is', 'this', '?', '😩']",-1,Sadness,VERB
"['your', 'titties', 'wouldn', '’', 't', 'have', 'done', 'me', 'like', 'that', 'too', '💔']",-1,sadness,NOUN
"['9th', 'played', '2nd', 'and', 'it', 'showed', '.', ""can't"", 'finish', 'for', 'toffee', 'you', 'lot', '!', 'cardiff', 'on', 'the', 'other', 'hand', '...', '😂']",1,Joy,VERB
"['be', 'ready', '!', 'twitter', 'party', '7', 'pm', '💜']",1,Love,ADJ
"['so', 'glad', 'i', 'was', 'able', 'to', 'come', 'today', '!', 'you', 'looked', 'gorgeous', '💗', ""can't"", 'wait', 'to', 'meet', 'baby', 'cali', '!']",1,Love,NOUN
"['""', 'man', ',', 'being', 'reasonable', ',', 'must', 'get', 'drunk', ';', 'the', 'best', 'of', 'life', 'is', 'but', 'intoxication', '.', '""', '-', 'lord', '(', 'george', 'gordon', ')', 'byron', '↺', 'rt', '❤', '…']",1,Love,PUNCT
"['2.65', 'm', 'tweets', 'for', 'tae', 'tae', '🔥', 'let', '’', 's', 'keep', 'it', 'up', 'everyone', '!', '!', '!']",1,Joy,NOUN
"['his', 'outfit', ""isn't"", 'accurate', 'but', 'i', 'just', 'wanted', 'to', 'draw', 'him', 'to', 'quench', 'my', 'thirst', '💦']",1,Joy,NOUN
"['4words', '🤐']",0,Surprise,ADJ
"['so', 'good', '—', '❤', '️']",1,Love,ADJ
"['i', 'loved', 'this', ""it's"", 'like', 'this', 'so', 'quiet', 'and', 'peaceful', 'watching', 'the', 'snow', 'falling', '...', '📷', 'andrzej', 'berłowski']",1,Joy,NOUN
"['shadeed', 'single', '😂', 'incl', 'me']",1,Joy,VERB
"['i', 'hope', 'someone', 'you', 'love', 'hugs', 'your', 'really', 'tight', 'and', 'somewhat', 'it', 'makes', 'you', 'feel', 'better', '😌']",1,Love,ADJ
"['omg', 'i', 'think', 'they', '’', 're', 'at', 'fp', '’', 's', 'trailer', '!', '!', '😱']",-1,Fear,ADJ
"['still', 'on', 'fye', 'from', 'lastnight', '🤒']",-1,Sadness,ADJ
"['i', ""don't"", 'even', 'know', 'what', 'to', 'say', '.', '😨']",-1,Fear,ADJ
"['😛', 'gain', 'tweets', 'in', '10', 'min', ',', 'so', 'get', 'ready', 'to', 'rt', '&', 'like', 'them']",1,Joy,ADJ
"['24/7', 'lofi', 'hip', 'hop', 'radio', '-', 'relaxing', 'beats', 'to', 'study', '/', 'chill', '/', 'smoke', 'crack', 'to', '☕', '️']",1,Joy,NOUN
"['i', 'got', 'mine', 'already', '😍', '(', 'melanie', ')']",1,Love,ADJ
"['you', 'were', 'slandering', 'her', 'the', 'other', 'day', '💀']",-1,Fear,VERB
"['i', 'was', 'just', 'thinking', 'that', '😂']",1,Joy,VERB
"['thanks', '!', '!', '!', '🤩']",1,Joy,INTJ
"['at', 'her', 'dentist', 'appointment', 'today', '.', 'gorgeous', 'everywhere', '!', '❤', '️']",1,Love,ADJ
"['💛', 'them']",1,Love,NOUN
"['im', 'from', 'the', 'same', 'county', 'as', 'you', '😂']",1,Joy,VERB
"['just', 'a', 'little', 'late-night', 'snack', '🌛']",0,Surprise,NOUN
"['you', 'got', 'attacked', 'on', 'anime', 'twitter', '?', '😂']",1,Joy,VERB
"[""i'm"", 'stealing', 'this', 'from', 'everyone', 'but', 'what', 'is', 'my', 'brand', '™']",0,Surprise,NOUN
"['when', 'you', 'didn', '’', 't', 'get', 'a', 'happy', 'new', 'year', 'text', '😂']",1,Joy,VERB
"['lovely', 'as', 'usual', '💙']",1,Love,ADJ
"['supreme', 'x', 'nba', 'x', 'nike', 'air', 'force', '1', 'coming', 'soon', 'official', 'images', '👀']",0,Surprise,VERB
"['“', 'this', 'is', 'the', 'hottest', 'record', 'in', 'the', 'motha', 'fucking', 'world', 'right', 'now', '”', '-', 'magenta', 'riddim', '🔥']",1,Joy,NOUN
"['they', 'say', 'aint', 'nun', 'like', 'a', 'southern', 'nigga', '😏']",1,Joy,ADJ
"['cuz', 'he', 'never', 'passed', '😂']",1,Joy,VERB
"['just', 'an', 'illusion', '😊']",1,Joy,ADJ
"['people', 'be', 'posting', 'such', 'exposing', 'pictures', 'of', 'their', 'significant', 'others', '.', 'like', 'why', '🤔', 'ain', '’', 't', 'no', 'way', 'i', '’', 'm', 'posting', 'that', 'of', 'm', '…']",-1,disgust,ADJ
"['💸', ""we're"", 'nominated', 'for', 'at', 'to', 'vote', '!']",1,Joy,NOUN
"['fuck', '!', 'i', 'thought', 'i', 'was', 'past', 'these', 'nightmares', '.', '😔']",-1,sadness,ADJ
"['if', 'you', 'are', 'good', 'looking', 'and', 'tall', 'i', 'will', 'talk', 'to', 'you', '😛']",1,Joy,ADJ
"['love', 'you', 'too', 'gf', '♥', '️']",1,Love,NOUN
"['it', '’', 's', 'so', 'nice', 'to', 'remember', 'all', 'of', 'the', 'love', 'out', 'in', 'the', 'world', 'today', '💜', 'i', 'never', 'forget', 'how', 'blessed', 'i', 'am', '!']",1,Love,ADJ
"['hi', 'buy', 'my', 'nudes', '💜']",1,Love,ADJ
"['three', 'auditions', 'since', 'january', '🙄', 'am', 'i', 'losing', 'my', 'touch', '?', 'get', 'at', 'me', 'people', '!', '!']",-1,Disgust,ADJ
"['so', 'excited', 'about', 'new', 'vid', 'n', 'pic', 'for', 'next', 'single', '...', 'you', 'inspire', 'me', '❤']",1,Love,VERB
"['just', 'because', 'i', 'ain', '’', 't', 'saying', 'shit', ',', 'it', 'don', '’', 't', 'mean', 'idk', 'what', 'be', 'going', 'on', '🤫']",0,Surprise,ADJ
"['i', 'saw', 'it', 'and', 'that', '’', 's', 'all', 'i', '’', 'll', 'say', 'about', 'it', 'for', 'now', '.', 'because', 'i', '💚', 'you', '.']",1,Love,VERB
"['😍', 'yaaaas', 'lipstick', 'prince']",1,Love,ADJ
"['no', ',', 'my', 'girls', ""don't"", 'lose', 'their', 'fighting', 'spirit', 'yet', '.', '😏']",1,Joy,ADJ
"['[', '180416', ']', '[', 'fan', 'taken', ']', 'oh', 'my', 'girl', 'playing', 'around', 'freely', '💜', 'the', 'o', '.', 'p', '.', 'also', 'mentioned', 'that', 'the', 'members', 'were', 'buying', 'some', 'cotton', '…']",1,Love,NOUN
"['no', 'getting', 'up', '10', 'seconds', 'after', 'being', 'hit', 'over', 'the', 'head', 'with', 'a', 'horse', 'shoe', 'nowadays', '😅']",1,Joy,ADJ
"['think', 'you', 'can', 'handle', 'our', 'hock', '?', '😉', 'this', 'weeks', 'special', 'is', 'a', 'handful', '>', 'ham', 'hock', 'terrine', ',', 'red', 'onion', 'jam', '&', 'toast']",1,Joy,ADJ
"['bright', '✨', 'love', 'this', 'flick']",1,Joy,ADJ
"['ugh', 'my', 'pure', 'baby', 'i', '’', 'm', 'literally', 'so', 'happy', 'with', 'you', ':(', '(', '💕']",1,Love,NOUN
"['not', 'everyone', 'will', 'like', 'you', '.', ""that's"", 'life', '.', '😴']",-1,Sadness,ADJ
"['i', 'could', 'cry', 'real', 'tears', 'of', 'joy', 'rn', '😊']",1,Joy,ADJ
"['lian', '’', 'brian', 'klaas', ',', 'lefty', 'propagandist', ',', 'hoping', 'to', 'win', 'a', 'trumpie', 'trophy', '🏆']",1,Joy,NOUN
"['who', 'need', 'a', 'hook', 'for', 'their', 'beats', 'or', 'song', '?', 'i', 'can', 'have', 'it', 'back', 'to', 'you', 'today', '!', '!', '!', 'dm', 'me', '💰']",1,Joy,NOUN
"['quick', 'recap', 'of', 'last', 'weeks', 'walkout', ',', 'downey', 'high', 'school', 'stands', 'with', 'you', 'parkland', '❤', '️']",1,Love,VERB
"['forest', '🌳', 'end', '...']",1,Joy,NOUN
"['mitch', 'tooo', 'famous', 'for', 'me', '😂']",1,Joy,VERB
"['gastly', '♀', ""'"", 'til', '01:45', ':', '50', '(', '29m', '41s', ')', '(', 'lamesard', '/', 'sunsetrdgpk', '/', '395', '/', 'amthyst', ')', '.']",0,Surprise,PUNCT
"['my', 'week', 'on', 'twitter', '🎉', ':', '32', 'likes', ',', '6', 'retweets', ',', '1.9', 'k', 'retweet', 'reach', ',', '2', 'new', 'followers', '.', 'see', 'yours', 'with', '…']",1,Joy,NOUN
"['bath', '&', 'body', 'works', 'only', 'works', 'when', 'yuh', 'put', 'that', 'body', 'in', 'a', 'bath', 'sis', '😂']",1,Joy,VERB
"['moving', 'to', 'right', 'tackle', ""ain't"", 'fixing', 'that', '😫']",-1,Sadness,ADJ
"['lol', '!', '!', 'my', 'crush', 'left', 'me', 'on', 'read', 'was', 'quiet', 'a', 'humbling', 'experience', '😢']",-1,sadness,ADJ
"['thoroughbreds', '&', '🐔', 'blockers', 'are', 'gonna', 'be', 'a', 'must', '!']",1,Joy,NOUN
"['make', 'a', 'difference', '🗣']",0,Surprise,NOUN
"['omg', 'finally', 'made', 'it', '😂']",1,Joy,VERB
"['this', 'cough', 'likes', 'to', 'show', 'itself', 'when', 'it', '’', 's', 'night', 'time', '😷']",-1,fear,ADJ
"['i', '’', 'm', 'trying', 'to', 'get', 'like', 'tre', 'and', 'step', 'my', 'money', 'game', 'up', '💀']",-1,Fear,VERB
"['2', 'months', 'to', 'raid', '🏢']",0,Surprise,NOUN
"['saida', 'rocking', 'it', '😍']",1,Love,VERB
"['happy', 'anniversary', 'to', 'peter', 'pan', ',', 'which', 'flew', 'into', 'our', 'lives', '65', 'years', 'ago', '!', '✨']",1,Joy,NOUN
"['mee', 'too', '❤']",1,Love,VERB
"['❝', 'empress', 'of', 'all', 'things', 'cold', '!', 'bow', 'down', '!', '~', '❞', '💜']",1,Love,ADJ
"['your', 'names', 'and', 'stories', 'will', 'not', 'be', 'forgotten', '.', 'something', 'needs', 'to', 'change', '.', '💔']",-1,Sadness,NOUN
"['shower', 'felt', 'good', '😍']",1,Love,VERB
"['one', 'of', 'the', 'biggest', 'poll', 'of', '44k', 'votes', 'and', 'shilpa', 'won', 'it', 'with', '56', '%', '🤗', 'now', ""it's"", 'not', 'rocket', 'science', 'to', 'understand', 'the', 'love', 'and', '…']",1,Love,ADJ
"['when', 'you', ""can't"", 'work', 'thursday', 'because', 'the', 'girls', 'kick', 'off', 'at', 'midnight', '🙈', 'come', 'on', 'you', 'got', 'this']",0,Surprise,ADJ
"['u', 'have', 'eyes', '👀']",0,Surprise,VERB
"['love', 'is', 'in', 'the', 'air', '♥', '️', '•', 'new', 'red', 'tata', 'bag', '•']",1,Love,NOUN
"['birthday', 'is', 'in', '5', 'days', '😆']",1,Joy,ADJ
"['💯', 'this', '.']",1,Joy,ADJ
"['i', 'see', 'that', 'charlie', 'whiting', 'is', 'nit', 'here', 'to', 'wave', 'a', 'red', 'flag', 'or', 'call', 'the', 'safety', 'car', '😂']",1,Joy,VERB
"['lmao', 'bill', 'burr', 'talmbout', 'a', 'girl', ""that's"", 'too', 'dumb', 'to', 'fuck', '..', ""i've"", 'been', 'feeling', 'like', 'this', '..', 'dumb', 'girls', 'are', 'such', 'a', 'turnoff', '😂']",1,Joy,VERB
"['i', 'tried', 'my', 'best', 'to', 'do', 'middle', 'of', 'the', 'night', 'cover', '!', 'out', 'of', 'my', 'comfort', 'zone', 'but', ""it's"", 'such', 'a', 'good', 'song', '!', '❤', '️', 'ht', '…']",1,Love,VERB
"['royalty', 'promo', 'retweeted', '!', 'by', 'god', 'do', 'you', 'look', 'awesome', 'in', 'that', 'bikini', '!', '😍']",1,Love,ADJ
"['rt', 'if', 'you', 'want', 'louis', 'to', 'drop', '""', 'always', 'you', '""', '😎']",1,Joy,ADJ
"['kookie', 'with', 'flowers', '😍', 'cr.logo']",1,Love,NOUN
"[""we're"", 'with', 'some', 'of', 'our', 'students', 'at', 'the', 'bbc', 'studios', '!', ""we're"", 'excited', 'to', 'be', 'part', 'of', 'the', 'one', 'show', 'audience', 'this', 'evening', '🎉', 'h', '…']",1,Joy,NOUN
"['yes', 'hihi', 'thank', 'you', '💕']",1,Love,NOUN
"['universal', 'boss', '👑', '!', '!', '!', 'a', 'tight', 'slap', 'all', 'those', 'who', 'made', 'fun', 'of', 'him']",1,Joy,NOUN
"['can', 'everyone', 'take', 'a', 'second', 'to', 'pray', 'for', 'this', 'man', 'real', 'quick', '💀']",-1,Fear,VERB
"['lovely', '💋']",1,Love,ADJ
"['half', 'a', 'gallon', 'a', 'day', 'and', 'you', '’', 're', 'a', 'winner', '🎉']",1,Joy,NOUN
"[""it's"", '2018', '&', 'the', 'nba', 'is', 'fining', 'people', 'for', 'compliments', '😐']",0,Surprise,ADJ
"['30,000', 'and', 'counting', '👑']",1,Joy,NOUN
"['nothing', 'could', 'beat', 'the', 'power', 'of', 'exols', 'hardwork', '!', 'thank', 'you', 'for', 'all', 'of', 'your', 'unstoppable', 'efforts', '!', '💕', 'we', 'love', 'you', 'to', 'the', 'moon', 'an', '…']",1,Love,NOUN
"['💬', '|', '""', 'we', 'just', 'need', 'to', 'be', 'more', 'expansive', 'going', 'forward', '.', 'the', 'new', 'signing', ',', 'cenk', ',', 'is', 'definitely', 'going', 'to', 'help', 'us', 'in', 'that', 'respect', '.', '""', '…']",0,Surprise,NOUN
"['i', 'stan', 'a', 'legend', '!', '😍']",1,Love,VERB
"['jakobe', 'legit', 'is', 'making', 'out', 'with', 'a', 'pillow', 'right', 'now', '😂']",1,Joy,VERB
"['thaaaaank', 'you', '.', 'that', 'worked', 'much', 'better', '🤗']",1,Joy,ADJ
"['s', '/', 'o', 'to', 'for', 'being', 'such', 'a', 'amazing', 'editor', 'and', 'wanting', 'to', 'be', 'apart', 'of', 'trizma', '❤', '️']",1,Love,VERB
"['brenda', 'corbin', 'you', 'got', 'me', 'reelin', ""'"", '🤠', 'thank', 'you', 'for', 'the', 'radio', 'play', '!', 'on', 'air', 'now', 'reelin', ""'""]",1,Joy,ADJ
"['use', 'your', 'resources', '.', 'be', 'creative', '.', 'think', 'imaginatively', '.', '🔎']",0,Surprise,NOUN
"['<kerry>', 'do', 'you', 'drink', 'pop--diet', 'or', 'otherwise', '?', '?', '😀']",1,Joy,VERB
"['check', 'this', 'thread', 'out', 'everyone', '💚', ""it's"", 'beautiful', '!']",1,Love,ADJ
"['gavin', 'came', 'to', 'my', 'show', 'and', 'we', 'finally', 'met', '!', '!', 'thanks', 'for', 'comin', '⚡', '️', 'p', '.', 's', '.', 'i', 'have', 'more', 'shows', 'to', 'announce', '.', ""y'all"", 'shou', '…']",1,Joy,PUNCT
"['i', ""wasn't"", 'able', 'to', 'know', 'that', 'god', 'sent', 'his', 'son', 'jesus', 'to', 'bear', 'our', 'sins', '😥', '.']",-1,Sadness,ADJ
"['hey', 'guys', 'i', 'am', 'new', 'on', 'twitter', 'follow', 'me', 'need', 'some', 'good', 'friends', '😘', 'retweet', 'also']",1,Love,VERB
"[""i'm"", 'glad', 'i', 'rarely', 'check', 'twitter', 'i', 'literally', 'only', 'came', 'on', 'here', 'because', 'it', 'said', 'you', 'tweeted', '😂']",1,Joy,VERB
